Customer ID,Product ID,Order ID,Ship Mode,Sales,Quantity,Discount,Profit
TB-21520,OFF-PA-10004675,CA-2017-114440,Second Class,19.05,3,0.0,8.763
JE-15745,FUR-CH-10000513,US-2015-134026,Standard Class,831.936,8,0.2,-114.3912
JE-15745,FUR-FU-10003708,US-2015-134026,Standard Class,97.04,2,0.2,1.213
JE-15745,OFF-ST-10004123,US-2015-134026,Standard Class,72.784,1,0.2,-18.196
KB-16600,OFF-BI-10004182,US-2017-118038,First Class,1.248,3,0.8,-1.9344
KB-16600,FUR-FU-10000260,US-2017-118038,First Class,9.708,3,0.6,-5.8248
KB-16600,OFF-ST-10000615,US-2017-118038,First Class,27.24,3,0.2,2.724
JE-15745,FUR-FU-10003194,US-2014-147606,Second Class,19.3,5,0.6,-14.475
SC-20770,OFF-AP-10002118,CA-2016-127208,First Class,208.16,1,0.0,56.2032
SC-20770,OFF-BI-10002309,CA-2016-127208,First Class,16.74,3,0.0,8.0352
DN-13690,OFF-AR-10002053,CA-2014-139451,Standard Class,14.9,5,0.0,4.172
DN-13690,OFF-ST-10002370,CA-2014-139451,Standard Class,21.39,1,0.0,6.2031
JC-16105,OFF-EN-10000927,CA-2015-149734,Standard Class,200.984,7,0.2,62.8075
CS-12400,OFF-ST-10003656,US-2017-119662,First Class,230.376,3,0.2,-48.9549
PO-18865,FUR-CH-10000863,CA-2017-140088,Second Class,301.96,2,0.0,33.2156
PG-18895,TEC-AC-10001998,CA-2017-155558,Standard Class,19.99,1,0.0,6.7966
PG-18895,OFF-LA-10000134,CA-2017-155558,Standard Class,6.16,2,0.0,2.9568
GM-14455,OFF-ST-10003442,CA-2016-159695,Second Class,158.368,7,0.2,13.8572
JS-15685,OFF-AR-10004930,CA-2016-109806,Standard Class,20.1,3,0.0,6.633
JS-15685,TEC-PH-10004093,CA-2016-109806,Standard Class,73.584,2,0.2,8.2782
JS-15685,OFF-PA-10000304,CA-2016-109806,Standard Class,6.48,1,0.0,3.1104
KB-16315,OFF-PA-10003177,CA-2015-149587,Second Class,12.96,2,0.0,6.2208
KB-16315,FUR-FU-10003799,CA-2015-149587,Second Class,53.34,3,0.0,16.5354
KB-16315,OFF-BI-10002852,CA-2015-149587,Second Class,32.96,2,0.0,16.1504
RB-19705,OFF-BI-10004738,US-2017-109484,Standard Class,5.682,1,0.7,-3.788
PN-18775,FUR-FU-10000629,CA-2017-161018,Second Class,96.53,7,0.0,40.5426
KD-16345,OFF-BI-10001721,CA-2017-157833,First Class,51.312,3,0.2,17.9592
ER-13855,OFF-AP-10000358,CA-2016-149223,Standard Class,77.88,6,0.0,22.5852
RB-19465,OFF-PA-10003256,CA-2016-158568,Standard Class,64.624,7,0.2,22.6184
RB-19465,TEC-AC-10001767,CA-2016-158568,Standard Class,95.976,3,0.2,-10.7973
RB-19465,OFF-BI-10002609,CA-2016-158568,Standard Class,1.788,3,0.8,-3.0396
GZ-14470,OFF-PA-10004040,CA-2016-129903,Second Class,23.92,4,0.0,11.7208
LC-16870,TEC-AC-10001552,US-2015-156867,Standard Class,238.896,6,0.2,-26.8758
LC-16870,FUR-FU-10004006,US-2015-156867,Standard Class,102.36,3,0.2,-3.8385
LC-16870,OFF-BI-10002794,US-2015-156867,Standard Class,36.882,3,0.7,-25.8174
JM-15250,TEC-AC-10003499,CA-2017-119004,Standard Class,74.112,8,0.2,17.6016
JM-15250,TEC-PH-10002844,CA-2017-119004,Standard Class,27.992,1,0.2,2.0994
JM-15250,OFF-AR-10000390,CA-2017-119004,Standard Class,3.304,1,0.2,1.0738
PA-19060,TEC-AC-10000844,CA-2015-129476,Standard Class,339.96,5,0.2,67.992
CV-12805,FUR-FU-10001934,CA-2017-146780,Standard Class,41.96,2,0.0,10.9096
CL-12565,OFF-AR-10000380,CA-2016-128867,Standard Class,75.96,2,0.0,22.788
CL-12565,OFF-BI-10003981,CA-2016-128867,Standard Class,27.24,6,0.0,13.3476
RC-19960,OFF-FA-10000621,CA-2014-115259,Second Class,40.096,14,0.2,14.5348
RC-19960,OFF-EN-10002600,CA-2014-115259,Second Class,4.72,2,0.2,1.652
RC-19960,OFF-PA-10004965,CA-2014-115259,Second Class,23.976,3,0.2,7.4925
RC-19960,OFF-EN-10002504,CA-2014-115259,Second Class,130.464,6,0.2,44.0316
DK-13090,FUR-TA-10001768,CA-2015-110457,Standard Class,787.53,3,0.0,165.3813
GG-14650,OFF-BI-10003650,US-2015-136476,Standard Class,157.794,1,0.7,-115.7156
SC-20725,FUR-FU-10002157,CA-2016-103730,First Class,47.04,3,0.0,18.3456
SC-20725,OFF-BI-10003910,CA-2016-103730,First Class,30.84,4,0.0,13.878
SC-20725,OFF-ST-10000777,CA-2016-103730,First Class,226.56,6,0.0,63.4368
SC-20725,OFF-EN-10002500,CA-2016-103730,First Class,115.02,9,0.0,51.759
SC-20725,TEC-PH-10003875,CA-2016-103730,First Class,68.04,7,0.0,19.7316
AD-10180,FUR-CH-10004063,US-2014-152030,Second Class,600.558,3,0.3,-8.5794
PF-19165,FUR-TA-10004534,US-2014-134614,Standard Class,617.7,6,0.5,-407.682
TS-21610,OFF-BI-10003274,US-2017-107272,Standard Class,2.388,2,0.7,-1.8308
TS-21610,OFF-ST-10002974,US-2017-107272,Standard Class,243.992,7,0.2,30.499
LS-16975,FUR-CH-10001146,US-2016-125969,Second Class,81.424,2,0.2,-9.1602
LS-16975,FUR-FU-10003773,US-2016-125969,Second Class,238.56,3,0.0,26.2416
DW-13585,TEC-PH-10002293,US-2017-164147,First Class,59.97,5,0.4,-11.994
DW-13585,OFF-PA-10002377,US-2017-164147,First Class,78.304,2,0.2,29.364
DW-13585,OFF-FA-10002780,US-2017-164147,First Class,21.456,9,0.2,6.9732
LC-16885,OFF-PA-10001804,CA-2016-145583,Standard Class,20.04,3,0.0,9.6192
LC-16885,OFF-PA-10001736,CA-2016-145583,Standard Class,35.44,1,0.0,16.6568
LC-16885,OFF-AR-10001149,CA-2016-145583,Standard Class,11.52,4,0.0,3.456
LC-16885,OFF-FA-10002988,CA-2016-145583,Standard Class,4.02,2,0.0,1.9698
LC-16885,OFF-BI-10004781,CA-2016-145583,Standard Class,76.176,3,0.2,26.6616
LC-16885,OFF-SU-10001218,CA-2016-145583,Standard Class,65.88,6,0.0,18.4464
LC-16885,FUR-FU-10001706,CA-2016-145583,Standard Class,43.12,14,0.0,20.6976
JD-15895,FUR-FU-10004848,CA-2016-110366,Second Class,82.8,2,0.2,10.35
SH-19975,OFF-AR-10000940,CA-2017-106180,Standard Class,8.82,3,0.0,2.3814
SH-19975,OFF-EN-10004030,CA-2017-106180,Standard Class,10.86,3,0.0,5.1042
SH-19975,OFF-PA-10004327,CA-2017-106180,Standard Class,143.7,3,0.0,68.976
SG-20080,OFF-AP-10001058,CA-2017-155376,Standard Class,839.43,3,0.0,218.2518
HA-14920,OFF-ST-10003656,CA-2015-110744,Standard Class,671.93,7,0.0,20.1579
MG-17680,FUR-FU-10000521,CA-2014-110072,Standard Class,93.888,4,0.2,12.9096
JE-16165,TEC-PH-10000215,CA-2016-114489,Standard Class,384.45,11,0.0,103.8015
JE-16165,TEC-PH-10001448,CA-2016-114489,Standard Class,149.97,3,0.0,5.9988
JE-16165,FUR-CH-10000454,CA-2016-114489,Standard Class,1951.84,8,0.0,585.552
JE-16165,OFF-BI-10002735,CA-2016-114489,Standard Class,171.55,5,0.0,80.6285
TW-21025,OFF-AP-10000326,CA-2016-158834,First Class,157.92,5,0.2,17.766
TW-21025,TEC-PH-10001254,CA-2016-158834,First Class,203.184,2,0.2,15.2388
SP-20650,OFF-PA-10001950,CA-2015-124919,First Class,58.38,7,0.0,26.271
SP-20650,OFF-PA-10002254,CA-2015-124919,First Class,105.52,4,0.0,48.5392
SP-20650,OFF-ST-10001590,CA-2015-124919,First Class,80.88,6,0.0,21.0288
NK-18490,OFF-AR-10001547,CA-2015-118948,Standard Class,6.63,3,0.0,1.7901
DB-13060,FUR-CH-10004063,CA-2014-104269,Second Class,457.568,2,0.2,51.4764
NP-18670,OFF-LA-10002475,CA-2016-114104,Standard Class,14.62,2,0.0,6.8714
NP-18670,TEC-PH-10004536,CA-2016-114104,Standard Class,944.93,7,0.0,236.2325
TT-21070,OFF-PA-10002751,CA-2016-162733,First Class,5.98,1,0.0,2.691
EM-13960,TEC-AC-10003657,CA-2015-119697,Second Class,54.384,2,0.2,1.3596
RD-19900,OFF-EN-10001990,CA-2016-154508,Standard Class,28.4,5,0.0,13.348
MJ-17740,OFF-BI-10004002,CA-2016-113817,Standard Class,27.68,2,0.2,9.688
BM-11140,OFF-AR-10004441,CA-2014-139892,Standard Class,9.936,3,0.2,2.7324
BM-11140,TEC-MA-10000822,CA-2014-139892,Standard Class,8159.952,8,0.4,-1359.992
BM-11140,OFF-ST-10000991,CA-2014-139892,Standard Class,275.928,3,0.2,-58.6347
BM-11140,FUR-CH-10004287,CA-2014-139892,Standard Class,1740.06,9,0.3,-24.858
BM-11140,OFF-AR-10002656,CA-2014-139892,Standard Class,32.064,6,0.2,6.8136
BM-11140,OFF-AP-10002518,CA-2014-139892,Standard Class,177.98,5,0.8,-453.849
BM-11140,TEC-PH-10003931,CA-2014-139892,Standard Class,143.976,3,0.2,8.9985
CS-12130,OFF-PA-10000659,CA-2014-118962,Standard Class,20.94,3,0.0,9.8418
CS-12130,OFF-PA-10001144,CA-2014-118962,Standard Class,110.96,2,0.0,53.2608
CS-12130,FUR-CH-10003817,CA-2014-118962,Standard Class,340.144,7,0.2,21.259
JB-15400,OFF-AP-10000891,US-2014-100853,Standard Class,52.448,2,0.8,-131.12
JB-15400,OFF-LA-10003148,US-2014-100853,Standard Class,20.16,4,0.2,6.552
SJ-20500,OFF-AP-10002684,US-2017-152366,Second Class,97.264,4,0.8,-243.16
JE-15745,FUR-CH-10004698,US-2015-101511,Second Class,396.802,7,0.3,-11.3372
JE-15745,OFF-SU-10002189,US-2015-101511,Second Class,15.88,5,0.2,-3.7715
JK-15640,OFF-AR-10001940,CA-2015-137225,Standard Class,3.28,1,0.0,1.4104
DK-13150,OFF-ST-10003455,CA-2014-166191,Second Class,24.816,2,0.2,1.8612
DK-13150,TEC-AC-10004659,CA-2014-166191,Second Class,408.744,7,0.2,76.6395
RM-19675,TEC-PH-10003273,CA-2014-158274,Second Class,503.96,4,0.0,131.0296
RM-19675,TEC-PH-10004896,CA-2014-158274,Second Class,149.95,5,0.0,41.986
RM-19675,TEC-AC-10002345,CA-2014-158274,Second Class,29.0,2,0.0,7.25
SK-19990,OFF-BI-10001890,CA-2016-105018,Standard Class,7.16,2,0.0,3.4368
FM-14290,TEC-AC-10002323,CA-2014-123260,Standard Class,176.8,8,0.0,22.984
AM-10360,OFF-ST-10001328,CA-2016-157000,Standard Class,37.224,3,0.2,3.7224
AM-10360,OFF-PA-10001950,CA-2016-157000,Standard Class,20.016,3,0.2,6.255
MP-17470,FUR-BO-10002613,CA-2015-102281,First Class,899.136,4,0.2,112.392
MP-17470,TEC-PH-10001552,CA-2015-102281,First Class,71.76,6,0.0,20.0928
MP-17470,OFF-PA-10000061,CA-2015-102281,First Class,51.84,8,0.0,24.8832
MP-17470,FUR-BO-10002545,CA-2015-102281,First Class,626.352,3,0.2,46.9764
MP-17470,OFF-AR-10003514,CA-2015-102281,First Class,19.9,5,0.0,6.567
MZ-17515,OFF-EN-10001509,CA-2015-131457,Standard Class,14.28,7,0.0,6.7116
CB-12025,OFF-AR-10004685,CA-2014-140004,Standard Class,7.408,2,0.2,1.2038
CB-12025,OFF-AR-10004027,CA-2014-140004,Standard Class,6.048,3,0.2,1.5876
VM-21685,OFF-ST-10001414,CA-2017-107720,Standard Class,46.26,3,0.0,12.0276
FH-14365,OFF-BI-10000343,US-2017-124303,Standard Class,2.946,2,0.7,-2.2586
FH-14365,OFF-PA-10002749,US-2017-124303,Standard Class,16.056,3,0.2,5.8203
MB-17305,OFF-PA-10002666,CA-2017-105074,Standard Class,21.744,3,0.2,6.795
BS-11755,FUR-TA-10004289,CA-2014-133690,First Class,218.75,2,0.5,-161.875
BS-11755,OFF-AP-10003622,CA-2014-133690,First Class,2.6,1,0.2,0.2925
LC-17140,OFF-AP-10003217,US-2017-116701,Second Class,66.284,2,0.8,-178.9668
HK-14890,FUR-FU-10002960,CA-2017-126382,Standard Class,35.168,7,0.2,9.6712
LE-16810,TEC-PH-10001918,CA-2017-108329,Standard Class,444.768,4,0.2,44.4768
JH-15985,OFF-ST-10000642,CA-2017-135860,Standard Class,83.92,4,0.0,5.8744
JH-15985,TEC-PH-10001700,CA-2017-135860,Standard Class,131.98,2,0.0,35.6346
JH-15985,OFF-BI-10003274,CA-2017-135860,Standard Class,15.92,4,0.0,7.4824
JH-15985,OFF-FA-10000134,CA-2017-135860,Standard Class,52.29,9,0.0,16.2099
JH-15985,OFF-ST-10001522,CA-2017-135860,Standard Class,91.99,1,0.0,3.6796
MS-17980,TEC-AC-10001266,CA-2015-101007,Second Class,20.8,2,0.2,6.5
VW-21775,OFF-LA-10004544,CA-2015-146262,Standard Class,23.68,2,0.2,8.88
VW-21775,FUR-BO-10004695,CA-2015-146262,Standard Class,452.45,5,0.5,-244.323
VW-21775,TEC-PH-10002844,CA-2015-146262,Standard Class,62.982,3,0.4,-14.6958
VW-21775,TEC-MA-10000864,CA-2015-146262,Standard Class,1188.0,9,0.7,-950.4
VW-21775,TEC-AC-10000109,CA-2015-146262,Standard Class,89.584,2,0.2,4.4792
JH-15910,OFF-ST-10001328,CA-2016-130162,Standard Class,93.06,6,0.0,26.0568
JH-15910,TEC-PH-10002563,CA-2016-130162,Standard Class,302.376,3,0.2,22.6782
JB-15925,OFF-FA-10000585,CA-2015-169397,First Class,5.584,2,0.2,1.8148
JB-15925,OFF-PA-10004000,CA-2015-169397,First Class,22.704,6,0.2,8.2302
JB-15925,OFF-BI-10002852,CA-2015-169397,First Class,19.776,4,0.7,-13.8432
JB-15925,FUR-FU-10000087,CA-2015-169397,First Class,72.704,4,0.2,19.0848
JB-15925,TEC-MA-10001148,CA-2015-169397,First Class,479.988,4,0.7,-383.9904
JB-15925,OFF-AR-10001958,CA-2015-169397,First Class,27.168,2,0.2,2.7168
DS-13180,OFF-AR-10001026,CA-2015-163055,Standard Class,2.2,1,0.0,0.968
DS-13180,FUR-TA-10003748,CA-2015-163055,Standard Class,622.45,5,0.0,136.939
DS-13180,OFF-ST-10002485,CA-2015-163055,Standard Class,21.98,1,0.0,0.2198
VD-21670,FUR-CH-10004860,US-2015-145436,Standard Class,161.568,2,0.2,-28.2744
VD-21670,FUR-CH-10004477,US-2015-145436,Standard Class,389.696,8,0.2,43.8408
EA-14035,OFF-BI-10001679,US-2014-156216,Standard Class,18.648,7,0.7,-12.432
CS-12400,FUR-TA-10001705,US-2017-100930,Standard Class,233.86,2,0.45,-102.048
CS-12400,FUR-TA-10003473,US-2017-100930,Standard Class,620.6145,3,0.45,-248.2458
CS-12400,OFF-BI-10001679,US-2017-100930,Standard Class,5.328,2,0.7,-3.552
CS-12400,FUR-FU-10004017,US-2017-100930,Standard Class,258.072,3,0.2,0.0
CS-12400,TEC-AC-10003832,US-2017-100930,Standard Class,617.976,3,0.2,-7.7247
DB-13120,OFF-PA-10002479,CA-2017-160514,Standard Class,10.56,2,0.0,4.752
KL-16645,OFF-PA-10003349,CA-2016-157749,Second Class,25.92,5,0.2,9.396
KL-16645,FUR-FU-10000576,CA-2016-157749,Second Class,419.68,5,0.6,-356.728
KL-16645,FUR-FU-10004351,CA-2016-157749,Second Class,11.688,3,0.6,-4.6752
KL-16645,TEC-PH-10000011,CA-2016-157749,Second Class,31.984,2,0.2,11.1944
KL-16645,FUR-TA-10002607,CA-2016-157749,Second Class,177.225,5,0.5,-120.513
KL-16645,FUR-FU-10002505,CA-2016-157749,Second Class,4.044,3,0.6,-2.8308
KL-16645,OFF-AR-10004685,CA-2016-157749,Second Class,7.408,2,0.2,1.2038
DW-13480,FUR-CH-10004063,CA-2014-131926,Second Class,2001.86,7,0.0,580.5394
DW-13480,OFF-ST-10002276,CA-2014-131926,Second Class,166.72,2,0.0,41.68
DW-13480,OFF-PA-10004082,CA-2014-131926,Second Class,47.88,6,0.0,23.94
DW-13480,OFF-AP-10002945,CA-2014-131926,Second Class,1503.25,5,0.0,496.0725
DW-13480,OFF-PA-10000061,CA-2014-131926,Second Class,25.92,4,0.0,12.4416
LH-17155,FUR-CH-10002965,CA-2016-154739,Second Class,321.568,2,0.2,28.1372
KC-16540,OFF-PA-10004569,CA-2016-145625,Standard Class,7.61,1,0.0,3.5767
KC-16540,TEC-AC-10003832,CA-2016-145625,Standard Class,3347.37,13,0.0,636.0003
DL-13315,OFF-ST-10001228,CA-2016-146941,First Class,80.58,6,0.0,22.5624
DL-13315,OFF-EN-10003296,CA-2016-146941,First Class,361.92,4,0.0,162.864
DR-12880,FUR-FU-10002505,US-2015-159982,Standard Class,12.132,9,0.6,-8.4924
DR-12880,OFF-ST-10004804,US-2015-159982,Standard Class,82.368,2,0.2,-19.5624
DR-12880,OFF-ST-10001590,US-2015-159982,Standard Class,53.92,5,0.2,4.044
DR-12880,TEC-PH-10001580,US-2015-159982,Standard Class,647.904,6,0.2,56.6916
CC-12670,TEC-AC-10000290,CA-2017-163139,Second Class,20.37,3,0.0,6.9258
CC-12670,OFF-ST-10002790,CA-2017-163139,Second Class,221.55,3,0.0,6.6465
CC-12670,OFF-BI-10003460,CA-2017-163139,Second Class,17.52,5,0.2,6.132
Dl-13600,OFF-AP-10002203,US-2017-155299,Standard Class,1.624,2,0.8,-4.466
SB-20290,TEC-MA-10000822,US-2014-106992,Second Class,3059.982,3,0.4,-509.997
SB-20290,TEC-MA-10003353,US-2014-106992,Second Class,2519.958,7,0.4,-251.9958
RC-19825,TEC-PH-10001433,CA-2016-125318,Standard Class,328.224,4,0.2,28.7196
AH-10210,TEC-AC-10004469,CA-2015-155040,Standard Class,79.9,2,0.0,35.156
CB-12535,OFF-AR-10003602,CA-2017-136826,Standard Class,14.016,3,0.2,4.7304
PG-18895,OFF-FA-10003472,CA-2016-111010,Standard Class,7.56,6,0.0,0.3024
CA-12310,OFF-ST-10004180,US-2017-145366,Standard Class,37.208,1,0.2,-7.4416
CA-12310,OFF-EN-10004386,US-2017-145366,Standard Class,57.576,3,0.2,21.591
KH-16690,OFF-ST-10003208,CA-2017-163979,Second Class,725.84,4,0.0,210.4936
HA-14920,TEC-AC-10003628,CA-2015-155334,First Class,209.93,7,0.0,92.3692
HA-14920,FUR-FU-10003274,CA-2015-155334,First Class,5.28,3,0.0,2.3232
HA-14920,OFF-BI-10002557,CA-2015-155334,First Class,10.92,3,0.2,4.095
BB-10990,OFF-PA-10002615,CA-2017-118136,First Class,8.82,2,0.0,4.0572
BB-10990,OFF-AR-10001427,CA-2017-118136,First Class,5.98,1,0.0,1.5548
AG-10495,OFF-PA-10000673,CA-2017-132976,Standard Class,11.648,2,0.2,4.0768
AG-10495,OFF-PA-10004470,CA-2017-132976,Standard Class,18.176,4,0.2,5.9072
AG-10495,OFF-ST-10000876,CA-2017-132976,Standard Class,59.712,6,0.2,5.9712
AG-10495,OFF-LA-10002043,CA-2017-132976,Standard Class,24.84,3,0.2,8.694
SC-20725,OFF-BI-10004967,US-2015-161991,Second Class,2.08,5,0.8,-3.432
SC-20725,TEC-PH-10001760,US-2015-161991,Second Class,1114.4,7,0.2,376.11
JO-15280,FUR-TA-10002903,CA-2015-130890,Standard Class,1038.84,5,0.2,51.942
TB-21520,OFF-PA-10000474,CA-2015-130883,Standard Class,141.76,5,0.2,47.844
TB-21520,TEC-AC-10001956,CA-2015-130883,Standard Class,239.8,5,0.2,47.96
TB-21520,OFF-PA-10004100,CA-2015-130883,Standard Class,31.104,6,0.2,10.8864
AH-10195,OFF-BI-10000778,CA-2016-112697,Second Class,254.058,7,0.7,-169.372
AH-10195,OFF-AP-10002684,CA-2016-112697,Second Class,194.528,2,0.2,24.316
AH-10195,OFF-SU-10000646,CA-2016-112697,Second Class,961.48,5,0.2,-204.3145
NZ-18565,OFF-FA-10002983,CA-2016-110772,Second Class,19.096,7,0.2,6.6836
NZ-18565,OFF-LA-10004689,CA-2016-110772,Second Class,18.496,8,0.2,6.2424
NZ-18565,TEC-AC-10002001,CA-2016-110772,Second Class,255.984,2,0.2,54.3966
NZ-18565,FUR-BO-10004709,CA-2016-110772,Second Class,86.97,3,0.5,-48.7032
KL-16555,FUR-FU-10004091,CA-2014-111451,First Class,300.416,8,0.2,78.8592
KL-16555,FUR-CH-10001891,CA-2014-111451,First Class,230.352,3,0.2,20.1558
KL-16555,FUR-FU-10002918,CA-2014-111451,First Class,218.352,3,0.2,-24.5646
KL-16555,OFF-BI-10004593,CA-2014-111451,First Class,78.6,5,0.7,-62.88
KL-16555,OFF-FA-10004854,CA-2014-111451,First Class,27.552,3,0.2,9.2988
JD-15895,OFF-PA-10002105,CA-2016-142545,Standard Class,32.4,5,0.0,15.552
JD-15895,OFF-ST-10002756,CA-2016-142545,Standard Class,1082.48,8,0.0,10.8248
JD-15895,OFF-PA-10004243,CA-2016-142545,Standard Class,56.91,3,0.0,27.3168
